Plu,Sku,Name,Metal,Attribute 2,Post Sku,Metal,Gauge,Gauge,Leanne Notes,5mm,Default,Sku_5mm,6.5mm,Default,Sku_6.5mm,8mm,Default,Sku_8mm,9.5mm,Default,Sku_9.5mm
20215,XIV35D,3.5mm Invisible Set Diamond Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20216,XIV35D,3.5mm Invisible Set Diamond Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20217,XIV35D,3.5mm Invisible Set Diamond Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20218,XIV38D,3.8mm Invisible Set Diamond Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20219,XIV38D,3.8mm Invisible Set Diamond Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20220,XIV38D,3.8mm Invisible Set Diamond Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20224,XIV3BD,3mm Invisible Set Blue Diamond Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20225,XIV3BD,3mm Invisible Set Blue Diamond Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
33365,XIV3BD,3mm Invisible Set Blue Diamond Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20226,XIV3D,3mm Invisible Set Diamond Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20227,XIV3D,3mm Invisible Set Diamond Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20228,XIV3D,3mm Invisible Set Diamond Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20232,XIV47D,4.7mm Invisible Set Diamond Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20233,XIV47D,4.7mm Invisible Set Diamond Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20234,XIV47D,4.7mm Invisible Set Diamond Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20235,XIV47DSC25D,4.7mm Invisible Diamond Threaded Stud with 2.5mm Diamond Back,Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
20236,XIV47DSC25D,4.7mm Invisible Diamond Threaded Stud with 2.5mm Diamond Back,White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
20237,XIV47DSC25D,4.7mm Invisible Diamond Threaded Stud with 2.5mm Diamond Back,Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
20238,XIV4D,4.1mm Invisible Set Diamond Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20239,XIV4D,4.1mm Invisible Set Diamond Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20240,XIV4D,4.1mm Invisible Set Diamond Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20241,XIV4DSC2D,4.1mm Invisible Diamond Threaded Stud with 2mm Diamond Back,Rose Gold,,XTHBF2D,Rose Gold,19 gauge,19GA=0.9MM,,21384,No,XTHBF2D|ROSE GOLD|19GA=0.9MM|5MM,21385,Yes,XTHBF2D|ROSE GOLD|19GA=0.9MM|6.5MM,21386,No,XTHBF2D|ROSE GOLD|19GA=0.9MM|8MM,21387,No,XTHBF2D|ROSE GOLD|19GA=0.9MM|9.5MM
20242,XIV4DSC2D,4.1mm Invisible Diamond Threaded Stud with 2mm Diamond Back,White Gold,,XTHBF2D,White Gold,19 gauge,19GA=0.9MM,,21394,No,XTHBF2D|WHITE GOLD|19GA=0.9MM|5MM,21395,Yes,XTHBF2D|WHITE GOLD|19GA=0.9MM|6.5MM,21396,No,XTHBF2D|WHITE GOLD|19GA=0.9MM|8MM,21397,No,XTHBF2D|WHITE GOLD|19GA=0.9MM|9.5MM
20243,XIV4DSC2D,4.1mm Invisible Diamond Threaded Stud with 2mm Diamond Back,Yellow Gold,,XTHBF2D,Yellow Gold,19 gauge,19GA=0.9MM,,21404,No,XTHBF2D|YELLOW GOLD|19GA=0.9MM|5MM,21405,Yes,XTHBF2D|YELLOW GOLD|19GA=0.9MM|6.5MM,21406,No,XTHBF2D|YELLOW GOLD|19GA=0.9MM|8MM,21407,No,XTHBF2D|YELLOW GOLD|19GA=0.9MM|9.5MM
20244,XIV5D,5.2mm Invisible Set Diamond Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20245,XIV5D,5.2mm Invisible Set Diamond Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20246,XIV5D,5.2mm Invisible Set Diamond Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20247,XIV5DSC25D,5.2mm Invisible Diamond Threaded Stud with 2.5mm Diamond Back,Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
20248,XIV5DSC25D,5.2mm Invisible Diamond Threaded Stud with 2.5mm Diamond Back,White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
20249,XIV5DSC25D,5.2mm Invisible Diamond Threaded Stud with 2.5mm Diamond Back,Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
20253,XIVD215D,2mm-1.5mm Invisible Set Diamond Dangle Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20254,XIVD215D,2mm-1.5mm Invisible Set Diamond Dangle Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20255,XIVD215D,2mm-1.5mm Invisible Set Diamond Dangle Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20256,XIVD32D,3mm-2mm Invisible Set Diamond Dangle Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20257,XIVD32D,3mm-2mm Invisible Set Diamond Dangle Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20258,XIVD32D,3mm-2mm Invisible Set Diamond Dangle Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20259,XIVFL6D,6mm Invisible Set Diamond Flower Threaded Stud,White Gold,,XTHBF6,White Gold,19 gauge,19GA=0.9MM,,21440,No,XTHBF6|WHITE GOLD|19GA=0.9MM|5MM,21441,Yes,XTHBF6|WHITE GOLD|19GA=0.9MM|6.5MM,21442,No,XTHBF6|WHITE GOLD|19GA=0.9MM|8MM,21443,No,XTHBF6|WHITE GOLD|19GA=0.9MM|9.5MM
33559,XIVFL6D,6mm Invisible Set Diamond Flower Threaded Stud,Rose Gold,,XTHBF6,Rose Gold,19 gauge,19GA=0.9MM,,21428,No,XTHBF6|ROSE GOLD|19GA=0.9MM|5MM,21429,Yes,XTHBF6|ROSE GOLD|19GA=0.9MM|6.5MM,21430,No,XTHBF6|ROSE GOLD|19GA=0.9MM|8MM,21431,No,XTHBF6|ROSE GOLD|19GA=0.9MM|9.5MM
33560,XIVFL6D,6mm Invisible Set Diamond Flower Threaded Stud,Yellow Gold,,XTHBF6,Yellow Gold,19 gauge,19GA=0.9MM,,21452,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|5MM,21453,Yes,XTHBF6|YELLOW GOLD|19GA=0.9MM|6.5MM,21454,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|8MM,21455,No,XTHBF6|YELLOW GOLD|19GA=0.9MM|9.5MM
20260,XIVFL85D,8.5mm Invisible Set Diamond Flower Threaded Stud,White Gold,,XTHBF6,White Gold,19 gauge,19GA=0.9MM,,21440,No,XTHBF6|WHITE GOLD|19GA=0.9MM|5MM,21441,Yes,XTHBF6|WHITE GOLD|19GA=0.9MM|6.5MM,21442,No,XTHBF6|WHITE GOLD|19GA=0.9MM|8MM,21443,No,XTHBF6|WHITE GOLD|19GA=0.9MM|9.5MM
20262,XLB11BKD,11mm Black Diamond Lightning Bolt Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
20263,XLB11BKD,11mm Black Diamond Lightning Bolt Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20264,XLB11BKD,11mm Black Diamond Lightning Bolt Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20265,XLB11BKD,11mm Black Diamond Lightning Bolt Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20266,XLB11D,11mm Diamond Lightning Bolt Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
20267,XLB11D,11mm Diamond Lightning Bolt Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20268,XLB11D,11mm Diamond Lightning Bolt Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20269,XLB11D,11mm Diamond Lightning Bolt Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
29382,XLOT615D,6mm Invisible Diamond Lotus Threaded Stud,White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
29383,XLOT615D,6mm Invisible Diamond Lotus Threaded Stud,Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
29384,XLOT615D,6mm Invisible Diamond Lotus Threaded Stud,Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
29385,XLOTD625D,6mm Invisible Diamond Lotus with Dangle Threaded Stud,White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
29386,XLOTD625D,6mm Invisible Diamond Lotus with Dangle Threaded Stud,Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
29387,XLOTD625D,6mm Invisible Diamond Lotus with Dangle Threaded Stud,Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
32417,XLOTEG315D,3mm Diamond Engraved Lotus Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
32418,XLOTEG315D,3mm Diamond Engraved Lotus Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
32419,XLOTEG315D,3mm Diamond Engraved Lotus Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
32433,XLOTEG42D,4mm Diamond Engraved Lotus Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
32434,XLOTEG42D,4mm Diamond Engraved Lotus Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
32435,XLOTEG42D,4mm Diamond Engraved Lotus Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
31338,XLOTEG615D,6mm Diamond Engraved Lotus Threaded Stud,Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
31339,XLOTEG615D,6mm Diamond Engraved Lotus Threaded Stud,White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
31340,XLOTEG615D,6mm Diamond Engraved Lotus Threaded Stud,Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
