Plu,Sku,Name,Metal,Attribute 2,Post Sku,Metal,Gauge,Gauge,Leanne Notes,5mm,Default,Sku_5mm,6.5mm,Default,Sku_6.5mm,8mm,Default,Sku_8mm,9.5mm,Default,Sku_9.5mm
31319,XLOTEGD625D,6mm Diamond Engraved Lotus with Dangle Threaded Stud,Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
31320,XLOTEGD625D,6mm Diamond Engraved Lotus with Dangle Threaded Stud,White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
31321,XLOTEGD625D,6mm Diamond Engraved Lotus with Dangle Threaded Stud,Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
20270,XMMTD,Diamond Mini MT Crown Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20271,XMMTD,Diamond Mini MT Crown Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20272,XMMTD,Diamond Mini MT Crown Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20273,XMNPAD,Diamond Moon Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
20274,XMNPAD,Diamond Moon Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20275,XMNPAD,Diamond Moon Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20276,XMNPAD,Diamond Moon Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20277,XMNSPAD,Small Diamond Moon Threaded Stud,Black Gold,,XTHBF,Black Rhodium,19 gauge,19GA=0.9MM,,21302,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|5MM,21303,Yes,XTHBF|BLACK RHODIUM|19GA=0.9MM|6.5MM,21304,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|8MM,21305,No,XTHBF|BLACK RHODIUM|19GA=0.9MM|9.5MM
20278,XMNSPAD,Small Diamond Moon Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20279,XMNSPAD,Small Diamond Moon Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20280,XMNSPAD,Small Diamond Moon Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20281,XMQ625D,6mm by 3mm Marquise Diamond Threaded Stud,Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
20282,XMQ625D,6mm by 3mm Marquise Diamond Threaded Stud,White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
20283,XMQ625D,6mm by 3mm Marquise Diamond Threaded Stud,Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
20284,XMQ725D,7mm Marquise Diamond Threaded Stud,Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
20285,XMQ725D,7mm Marquise Diamond Threaded Stud,White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
20286,XMQ725D,7mm Marquise Diamond Threaded Stud,Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
20290,XMQ825D,8mm Marquise Diamond Threaded Stud,Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
20291,XMQ825D,8mm Marquise Diamond Threaded Stud,White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
20292,XMQ825D,8mm Marquise Diamond Threaded Stud,Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
20293,XMTTD,Diamond MT Tiara Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20294,XMTTD,Diamond MT Tiara Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20295,XMTTD,Diamond MT Tiara Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20296,XMTTDOP,Diamond and Opal MT Tiara Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20297,XMTTDOP,Diamond and Opal MT Tiara Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20298,XMTTDOP,Diamond and Opal MT Tiara Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20302,XMTTDPS,Pink Sapphire and Diamond MT Tiara Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20303,XMTTDPS,Pink Sapphire and Diamond MT Tiara Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20304,XMTTDPS,Pink Sapphire and Diamond MT Tiara Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20305,XP2CZ,2mm Prong Set Cubic Zirconia Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20306,XP2CZ,2mm Prong Set Cubic Zirconia Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20307,XP2CZ,2mm Prong Set Cubic Zirconia Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20308,XP3CZ,3mm Prong Set Cubic Zirconia Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20309,XP3CZ,3mm Prong Set Cubic Zirconia Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20310,XP3CZ,3mm Prong Set Cubic Zirconia Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20311,XPACD,Diamond Micropav̩ Open Circle Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20312,XPACD,Diamond Micropav̩ Open Circle Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20313,XPACD,Diamond Micropav̩ Open Circle Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20317,XPAISLD,Diamond Paisley (Left) Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20318,XPAISLD,Diamond Paisley (Left) Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20319,XPAISLD,Diamond Paisley (Left) Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20320,XPAISRD,Diamond Paisley (Right) Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20321,XPAISRD,Diamond Paisley (Right) Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20322,XPAISRD,Diamond Paisley (Right) Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
20329,XPE625D,"6x4mm Pear Diamond Threaded Stud, 2.5mm Diamond Back",Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
20330,XPE625D,"6x4mm Pear Diamond Threaded Stud, 2.5mm Diamond Back",White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
20331,XPE625D,"6x4mm Pear Diamond Threaded Stud, 2.5mm Diamond Back",Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
20332,XPE6MQ4D,"6x4mm Pear Diamond Threaded Stud, 4mm Marquise Diamond Back",Rose Gold,,XTHMQD,Rose Gold,19 gauge,19GA=0.9MM,,,No,,,Yes,,,No,,,No,
20333,XPE6MQ4D,"6x4mm Pear Diamond Threaded Stud, 4mm Marquise Diamond Back",White Gold,,XTHMQD,White Gold,19 gauge,19GA=0.9MM,,,No,,,Yes,,,No,,,No,
20334,XPE6MQ4D,"6x4mm Pear Diamond Threaded Stud, 4mm Marquise Diamond Back",Yellow Gold,,XTHMQD,Yellow Gold,19 gauge,19GA=0.9MM,,,No,,,Yes,,,No,,,No,
20335,XPE725D,"7x5mm Pear Diamond Threaded Stud, 2.5mm Diamond Back",Rose Gold,,XTHBF25D,Rose Gold,19 gauge,19GA=0.9MM,,21350,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|5MM,21351,Yes,XTHBF25D|ROSE GOLD|19GA=0.9MM|6.5MM,21352,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|8MM,21353,No,XTHBF25D|ROSE GOLD|19GA=0.9MM|9.5MM
20336,XPE725D,"7x5mm Pear Diamond Threaded Stud, 2.5mm Diamond Back",White Gold,,XTHBF25D,White Gold,19 gauge,19GA=0.9MM,,21362,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|5MM,21363,Yes,XTHBF25D|WHITE GOLD|19GA=0.9MM|6.5MM,21364,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|8MM,21365,No,XTHBF25D|WHITE GOLD|19GA=0.9MM|9.5MM
20337,XPE725D,"7x5mm Pear Diamond Threaded Stud, 2.5mm Diamond Back",Yellow Gold,,XTHBF25D,Yellow Gold,19 gauge,19GA=0.9MM,,21374,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|5MM,21375,Yes,XTHBF25D|YELLOW GOLD|19GA=0.9MM|6.5MM,21376,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|8MM,21377,No,XTHBF25D|YELLOW GOLD|19GA=0.9MM|9.5MM
32547,XPE7MQ4D,"7x5mm Pear Diamond Threaded Stud, 4mm Marquise Diamond Back",White Gold,,XTHMQD,White Gold,19 gauge,19GA=0.9MM,,,No,,,Yes,,,No,,,No,
32548,XPE7MQ4D,"7x5mm Pear Diamond Threaded Stud, 4mm Marquise Diamond Back",Rose Gold,,XTHMQD,Rose Gold,19 gauge,19GA=0.9MM,,,No,,,Yes,,,No,,,No,
32549,XPE7MQ4D,"7x5mm Pear Diamond Threaded Stud, 4mm Marquise Diamond Back",Yellow Gold,,XTHMQD,Yellow Gold,19 gauge,19GA=0.9MM,,,No,,,Yes,,,No,,,No,
20338,XPEAR,Plain Pear Shaped Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20339,XPEAR,Plain Pear Shaped Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
20340,XPEAR,Plain Pear Shaped Threaded Stud,Yellow Gold,,XTHBF,Yellow Gold,19 gauge,19GA=0.9MM,,21338,No,XTHBF|YELLOW GOLD|19GA=0.9MM|5MM,21339,Yes,XTHBF|YELLOW GOLD|19GA=0.9MM|6.5MM,21340,No,XTHBF|YELLOW GOLD|19GA=0.9MM|8MM,21341,No,XTHBF|YELLOW GOLD|19GA=0.9MM|9.5MM
34059,XR3SP8BROP,8mm Triple Short Black-Red Opal Spike Clicker,Rose Gold,,,Rose Gold,,,post change NA - clicker ring ,,No,,,Yes,,,No,,,No,
34058,XR3SP8BROP,8mm Triple Short Black-Red Opal Spike Clicker,White Gold,,,White Gold,,,post change NA - clicker ring ,,No,,,Yes,,,No,,,No,
34060,XR3SP8BROP,8mm Triple Short Black-Red Opal Spike Clicker,Yellow Gold,,,Yellow Gold,,,post change NA - clicker ring ,,No,,,Yes,,,No,,,No,
34062,XR3SP95BROP,9.5mm Triple Short Black-Red Opal Spike Clicker,Rose Gold,,,Rose Gold,,,post change NA - clicker ring ,,No,,,Yes,,,No,,,No,
34061,XR3SP95BROP,9.5mm Triple Short Black-Red Opal Spike Clicker,White Gold,,,White Gold,,,post change NA - clicker ring ,,No,,,Yes,,,No,,,No,
34063,XR3SP95BROP,9.5mm Triple Short Black-Red Opal Spike Clicker,Yellow Gold,,,Yellow Gold,,,post change NA - clicker ring ,,No,,,Yes,,,No,,,No,
20978,XSC12D,1.2mm Scalloped Set Diamond Threaded Stud,Rose Gold,,XTHBF,Rose Gold,19 gauge,19GA=0.9MM,,21314,No,XTHBF|ROSE GOLD|19GA=0.9MM|5MM,21315,Yes,XTHBF|ROSE GOLD|19GA=0.9MM|6.5MM,21316,No,XTHBF|ROSE GOLD|19GA=0.9MM|8MM,21317,No,XTHBF|ROSE GOLD|19GA=0.9MM|9.5MM
20979,XSC12D,1.2mm Scalloped Set Diamond Threaded Stud,White Gold,,XTHBF,White Gold,19 gauge,19GA=0.9MM,,21326,No,XTHBF|WHITE GOLD|19GA=0.9MM|5MM,21327,Yes,XTHBF|WHITE GOLD|19GA=0.9MM|6.5MM,21328,No,XTHBF|WHITE GOLD|19GA=0.9MM|8MM,21329,No,XTHBF|WHITE GOLD|19GA=0.9MM|9.5MM
