SKU,Product Name,4,542,424,13,14,15,16,18,17,19,575,576,54,55,50,407,540,520,51,49,53,532,547,417,419,418,420,437
XR1SP95,9.5mm Single Spike Ring',P,,,P,,,,P,,P,,P,P,,,,,,,,,,,,,,,
XR1SP8TQ,8mm Single Short Turquoise Spike Clicker',P,,,P,,,,,,,,,P,,,,,,,,,,,,,,,
XR1SP8OP,8mm Single Short Opal Spike Clicker',P,,,P,,,,,,,,,P,,,,,,,,,,,,,,,
XR1SP8BROP,8mm Single Short Black-Red Opal Spike Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XR1SP8BKOP,8mm Single Short Black Opal Spike Clicker',P,,,P,,,,,,,,,P,,,,,,,,,,,,,,,
XR1SP8,8mm Single Short Spike Clicker',P,,,P,P,,,,,,,,P,,,,,,,,,,,,,,,
XR1SP65TQ,6.5mm Single Short Turquoise Spike Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR1SP65OP,6.5mm Single Short Opal Spike Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR1SP65BROP,6.5mm Single Short Black-Red Opal Spike Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR1SP65BKOP,6.5mm Single Short Black Opal Spike Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XR1SP65,6.5mm Single Short Spike Clicker',P,,,P,P,,P,,P,,,,P,,,,,,,,,,,,,,,
XR1SP5,5mm Single Spike Clicker',P,,,P,,,P,,P,,,,,,,,,,,,,,,,,,,
XR1695T,16g 9.5mm Titanium Ring',,,,,,,,,,,,,,,,,,,,,,,,,,,P,
XR1695,16g 9.5mm Plain Clicker',P,,,,,,,P,,P,,P,,P,,,,,,,,,,,,,,
XR168T,16g 8mm Titanium Ring',,,,,,,,,,,,,,,,,,,,,,,,,,,P,
XR168,16g 8mm Plain Clicker',P,,,,P,,,,,P,,,,P,,,,,,,,,,,,,,
XR1665,16g 6.5mm Plain Clicker',P,,,,,,,,P,,,,,,,,,,,,,,,,,,,
XR165,16g 5mm Plain Clicker',,,,,,,,,,,,,,,,,,,,,,,,,,,,
XR16125,16g 12.5mm Plain Ring',P,P,,P,,P,,P,,,,,,P,,,,,,,,,,,,,,
XR1611,16g 11mm Plain Ring',P,P,,,,P,,P,,,,P,,,,,,,,,,,,,,,,
XR1495T,14g 9.5mm Titanium Ring',,,,,,,,,,,,,,,,,,,,,,,,,,,P,
XR1495,14g 9.5mm Plain Clicker',P,,,,,,,P,,P,,P,,P,,,,,,,,,,,,,,
XR148T,14g 8mm Titanium Ring',,,,,,,,,,,,,,,,,,,,,,,,,,,P,
XR148,14g 8mm Plain Clicker',P,,,,,,,,,,,,,P,,,,,,,,,,,,,,
XR1465,14g 6.5mm Plain Clicker',P,,,,,,,,,,,,P,,,,,,,,,,,,,,,
XR145,14g 5mm Plain Clicker',,,,,,,,,,,,,,,,,,,,,,,,,,,,
XR1411,14g 11mm Plain Ring',P,P,,,,,,P,,,,,,P,,,,,,,,,,,,,,
XR128T,12g 8mm Titanium Ring',,,,,,,,,,,,,,,,,,,,,,,,,,,P,
XR125,12.5mm Plain Ring',P,P,,,,,,P,,,,P,,,,,,,,,,,,,,,,
XR11,11mm Plain Ring',P,P,,P,,P,,P,,,,P,,P,,,,,,,,,,,,,,
XPK875M,8mm Padlock Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XPK6565M,6.5mm Padlock Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XPK565M,5mm Padlock Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XPEAR,Plain Pear Shaped Tash Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XPE725D,7x5mm Pear Diamond Threaded Stud 2.5mm Diamond Back',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XPE6MQ4D,6x4mm Pear Diamond Threaded Stud 4mm Marquise Diamond Back',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XPE625D,6x4mm Pear Diamond Threaded Stud 2.5mm Diamond Back',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XPAISRD,Diamond Paisley (Right) Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XPAISLD,Diamond Paisley (Left) Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XPACD,Diamond Micropave Open Circle Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XP3CZ,3mm Prong Set Cubic Zirconia Threaded Stud',P,P,,P,P,P,P,P,,,,P,,,,,,,,,,,,,,,,
XP2CZ,2mm Prong Set Cubic Zirconia Threaded Stud',P,P,,P,P,P,P,P,,,,P,,,,,,,,,,,,,,,,
XMTTDPS,Pink Sapphire and Diamond MT Tiara Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XMTTDOPSC2D,Opal Diamond Tiara with Dangle and 1 Chain Earstud',P,,,P,,,,,,,,,,,,,,,,,,P,P,,,,,
XMTTDOP,Diamond and Opal MT Tiara Threaded Stud',P,,,P,P,P,,P,,,,,,,,,,,,,,,,,,,,
XMTTD,Diamond MT Tiara Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XMQ825D,8mm Marquise Diamond Threaded Stud',P,,P,P,P,P,,P,,,,,,,,,,,,,,,,,,,,
XMQ725D,7mm Marquise Diamond Threaded Stud',P,,,P,P,P,,P,,,,,,,,,,,,,,,,,,,,
XMQ625D,6mm by 3mm Marquise Diamond Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XMNSPAD,Small Diamond Moon Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XMNPAD,Diamond Moon Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XMMTD,Diamond Mini MT Crown Tash Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XLOTEGD625D,6mm Diamond Engraved Lotus with Dangle Threaded Stud',P,,P,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XLOTEG615D,6mm Diamond Engraved Lotus Threaded Stud',P,,P,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XLOTEG42D,4mm Diamond Engraved Lotus Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XLOTEG315D,3mm Diamond Engraved Lotus Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XLOTD625D,6mm Invisible Diamond Lotus with Dangle Threaded Stud',P,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,,
XLOT615D,6mm Invisible Diamond Lotus Threaded Stud',P,,P,P,P,P,,P,,,,,,,,,,,,,,,,,,,,
XLB11D,11mm Diamond Lightning Bolt Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XLB11BKD,11mm Black Diamond Lightning Bolt Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XIVFL85D,8.5mm Invisible Set Diamond Flower Threaded Stud',P,,,P,,P,,P,,,,,,,,,,,,,,,,,,,,
XIVFL6D,6mm Invisible Set Diamond Flower Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XIVD32D,3mm-2mm Invisible Set Diamond Dangle Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIVD215D,2mm-1.5mm Invisible Set Diamond Dangle Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIVD1C32D,3mm-2mm Invisible Diamond Dangle Chain Wrap Earstud',P,,,P,,,,,,,,,,,,,,,,,,P,P,,,,,
XIV5DSC25D,5.2mm Invisible Diamond Threaded Stud with 2.5mm Diamond Back',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XIV5D,5.2mm Invisible Set Diamond Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XIV4DSC2D,4.1mm Invisible Diamond Threaded Stud with 2mm Diamond Back',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XIV4D,4.1mm Invisible Set Diamond Threaded Stud',P,P,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XIV47DSC25D,4.7mm Invisible Diamond Threaded Stud with 2.5mm Diamond Back',P,,,,P,,,P,,,,P,,,,,,,,,,,,,,,,
XIV47D,4.7mm Invisible Set Diamond Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XIV3PKD,3mm Invisible Pink Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIV3D,3mm Invisible Set Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIV3BD,3mm Invisible Set Blue Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIV38DSC2D,3.8mm Invisible Set Diamond with 2mm Dangle Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XIV38D,3.8mm Invisible Set Diamond Threaded Stud',P,P,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XIV35D,3.5mm Invisible Set Diamond Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XIV2PKD,2mm Invisible Set Pink Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIV2PD,2mm Invisible Set Purple Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIV2D,2mm Invisible Set Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIV25PD,2.5mm Invisible Set Purple Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIV25D,2.5mm Invisible Set Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIV25BD,2.5mm Invisible Set Blue Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIV15D,1.5mm Invisible Set Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XIV15BD,1.5mm Invisible Set Blue Diamond Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XHN95,16g 9.5mm Hiranya Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XHN8,16g 8mm Hiranya Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XHN65,16g 6.5mm Hiranya Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XHN168T,16g 8mm Titanium Hiranya Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,
XHN1495,14g 9.5mm Hiranya Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XHN148,14g 8mm Hiranya Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XHEART,Heart Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XHCNDFLDPEPS,Pearl Coronet Hoops Diamond Flower Pink Sapphire Briolettes',P,,P,,,,,,,,,,,,,,,,,,,,,,,,,
XHC8,8mm Single Handcuff Clicker Ring',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XHC65D,6.5mm Diamond Handcuff Clicker Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XHC65,6.5mm Single Handcuff Clicker Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XG5OP,5 Opal Garland Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XG3TQ,2.75mm Turquoise Starburst Threaded Stud',P,P,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XG3RB,2.75mm Ruby Starburst Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XG3PS,2.75mm Pink Sapphire Starburst Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XG3OP,2.75mm Opal Starburst Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XG3CZ,2.75mm Cubic Zirconia Starburst Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XG3BS,2.75mm Blue Sapphire Starburst Threaded Stud',P,P,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XFLR55D3CBAD,5.5mm Diamond Flower Threaded Stud Pear 3 Chains Baguette',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XFLPED,Pear-Cut Diamond Flower Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XFLP8OP,8mm Opal and Diamond Pansy Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XFLP8BKD,8mm Black Diamond Pansy Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XFLP55OP,5.5mm Opal and Diamond Pansy Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XFLDM65OP,6.5mm Opal Flower Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XFLD75OP,7.5mm Opal Flower with Diamond Center Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XFLD65OP,6.5mm Opal Flower with Diamond Center Threaded Stud',P,,,P,P,,,P,,,,P,,,,,,,,,,,,,,,,
XFLD5OP,5mm Opal Flower with Diamond Center Threaded Stud',P,,,P,P,,,P,,,,P,P,,,,,,,,,,,,,,,
XFLD55D,5.5mm Diamond Flower with Dangle Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XFLD45D1CH,4.5mm Diamond Flower Traditional Stud 1.5mm Dangle Chain Wrap',P,,,P,,,,,,,,,,,,,,,,,,P,P,,,,,
XFLD45D,4.5mm Diamond Flower and Dangle Threaded Stud',P,,,P,P,P,,P,,,,P,P,,,,,,,,,,,,,,,
XFL7PKD,7mm Pink Diamond Flower Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XFL7PD,7mm Purple Diamond Flower Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XFL7DPE,7mm Pearl Flower with Diamond Center Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XFL7D,7mm Diamond Flower Threaded Stud',P,,,P,,P,,P,,,,P,,,,,,,,,,,,,,,,
XFL7BD,7mm Blue Diamond Flower Threaded Stud',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XFL55PKD,5.5mm Pink Diamond Flower Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XFL55PD,5.5mm Purple Diamond Flower Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XFL55D,5.5mm Diamond Flower Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XFL55CZ,5.5mm Cubic Zirconia Flower Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XFL55BKD,5.5mm Black Diamond Flower Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XFL55BD,5.5mm Blue Diamond Flower Threaded Stud',P,,,P,P,P,,P,,,,P,,,,,,,,,,,,,,,,
XFL45PKD,4.5mm Pink Diamond Flower Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XFL45PD,4.5mm Purple Diamond Flower Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XFL45D,4.5mm Diamond Flower Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XFL45CZ,4.5mm Cubic Zirconia Flower Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XFL45BKD,4.5mm Black Diamond Flower Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XFL45BD,4.5mm Blue Diamond Flower Threaded Stud',P,,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XFL3D,3mm Diamond Flower Threaded Stud',P,P,,P,P,P,P,P,,,,P,P,,,,,,,,,,,,,,,
XETTS95D,9.5mm Diamond Tassel Eternity Ring',P,P,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XETTS8D,8mm Diamond Tassel Eternity Ring',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XETTS8,8mm Gold Tassel Eternity Ring',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XETTS65D,6.5mm Diamond Tassel Eternity Ring',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XETTS65,6.5mm Gold Tassel Eternity Ring',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XETSTAR8D38,8mm Diamond Constellation Eternity Ring',P,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XETST9545D,9.5mm Diamond Star Eternity Clicker',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XETST845D,8mm Diamond Star Eternity Ring',P,,,P,P,,P,,,,,,,,,,,,,,,,,,,,,
XETST6545D,6.5mm Diamond Star Eternity Ring',P,,,P,P,,P,P,P,,,,P,,,,,,,,,,,,,,,
XETMQSC95OP,9.5mm Opal Marquise Scalloped Eternity Ring',P,P,,P,,,,P,,,,P,P,,,,,,,,,,,,,,,
XETMQSC95D,9.5mm Diamond Marquise Scalloped Eternity Ring',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XETMQSC8OP,8mm Opal Marquise Scalloped Eternity Ring',P,P,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XETMQSC8D,8mm Diamond Marquise Scalloped Eternity Ring',P,,,P,P,,,,,,,,P,,,,,,,,,,,,,,,
XETMQSC65OP,6.5mm Opal Marquise Scalloped Eternity Ring',P,P,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XETMQSC65D,6.5mm Diamond Marquise Scalloped Eternity Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XETMQSC11OP,11mm Opal Marquise Scalloped Eternity Ring',P,P,,,,,,P,,,,P,,,,,,,,,,,,,,,,
XETMQIV95D,9.5mm Invisible Set Diamond Marquise Eternity Ring',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XETMQIV8D,8mm Invisible Set Diamond Marquise Eternity Ring',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XETMQIV65D,6.5mm Invisible Set Diamond Marquise Eternity Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XETMQIV11D,11mm Invisible Marquise Diamond Eternity Ring',P,P,,,,,,P,,,,P,,,,,,,,,,,,,,,,
XETIVBA95D,9.5mm Invisible Baguette Diamond Eternity Clicker',P,P,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XETIVBA8D,8mm Invisible Baguette Diamond Eternity Clicker',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XETIVBA65D,6.5mm Invisible Baguette Diamond Eternity Clicker',P,P,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XETIV95D,9.5mm Invisible Set Diamond Eternity Ring',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XETIV9524D,9.5mm Invisible Set Large Diamond Eternity Ring',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XETIV8D,8mm Invisible Set Diamond Eternity Ring',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XETIV8BD,8mm Blue Diamond Invisible Set Eternity Clicker',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XETIV824D,8mm Invisible Set Large Diamond Eternity Ring',P,,,P,P,,,,,,,,,,,,,,,,,,,,,,,
XETIV65D,6.5mm Diamond Invisible Set Eternity Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XETIV65BD,6.5mm Blue Diamond Invisible Set Eternity Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XETIV6524D,6.5mm Invisible Set Large Diamond Eternity Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XETIV5D,5mm Invisible Set Diamond Eternity Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XETIV5BD,5mm Blue Diamond Invisible Set Eternity Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XETIV524D,5mm Invisible Eternity with 2.4mm Diamonds',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XETH1695TQ,16g 9.5mm Turquoise Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1695PE,16g 9.5mm Pearl Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1695OP,16g 9.5mm Opal Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1695D,16g 9.5mm Diamond Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1695CZ,16g 9.5mm Cubic Zirconia Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH168TQ,16g 8mm Turquoise Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH168PE,16g 8mm Pearl Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH168OPT,16g 8mm Opal Titanium Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,
XETH168OP,16g 8mm Opal Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH168D,16g 8mm Diamond Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH168CZT,16g 8mm Cubic Zirconia Titanium Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,
XETH168CZ,16g 8mm Cubic Zirconia Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH168BKCZT,16g 8mm Black Cubic Zirconia Titanium Horizontal Eternity Ring',,,,,,,,,,P,,,,P,,,,,,,,,,,,,P,
XETH168BKCZ,16g 8mm Black Cubic Zirconia Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1665TQ,16g 6.5mm Turquoise Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1665PE,16g 6.5mm Pearl Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1665OP,16g 6.5mm Opal Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1665CZ,16g 6.5mm Cubic Zirconia Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1611CZ,16g 11mm Cubic Zirconia Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1495TQ,14g 9.5mm Turquoise Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1495PE,14g 9.5mm Pearl Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1495OP,14g 9.5mm Opal Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH1495CZ,14g 9.5mm Cubic Zirconia Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH148TQ,14g 8mm Turquoise Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH148PE,14g 8mm Pearl Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH148OP,14g 8mm Opal Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XETH148CZ,14g 8mm Cubic Zirconia Horizontal Eternity Clicker',,,,,,,,,,P,,,,P,,,,,,,,,,,,,,
XET95TQ,9.5mm Turquoise Eternity Clicker',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XET95PE,9.5mm Pearl Eternity Clicker',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XET95OP,9.5mm Opal Eternity Clicker',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XET95D26,9.5mm Diamond Eternity Ring',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XET95D,9.5mm Diamond Front-Facing Eternity Ring',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XET95BKD26,9.5mm Black Diamond Eternity Ring',P,,,P,,,,P,,,,P,,,,,,,,,,,,,,,,
XET8TQ,8mm Turquoise Eternity Clicker',P,,,P,,,,,,,,,P,,,,,,,,,,,,,,,
XET8PE,8mm Pearl Eternity Clicker',P,,,P,,,,,,,,,P,,,,,,,,,,,,,,,
XET8OP,8mm Opal Eternity Clicker',P,,,P,,,,,,,,,P,,,,,,,,,,,,,,,
XET8D22,8mm Diamond Eternity Ring',P,,,P,P,,,,,,,,P,,,,,,,,,,,,,,,
XET8D,8mm Diamond Front-Facing Eternity Ring',P,,,P,P,,,,,,,,P,,,,,,,,,,,,,,,
XET8BKD22,8mm Black Diamond Eternity Ring',P,,,P,P,,,,,,,,P,,,,,,,,,,,,,,,
XET65TQ,6.5mm Turquoise Eternity Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET65PE,6.5mm Pearl Eternity Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET65OP,6.5mm Opal Eternity Clicker',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET65D,6.5mm Diamond Eternity Ring',P,,,P,P,,P,,P,,,,P,,,,,,,,,,,,,,,
XET65BKD,6.5mm Black Diamond Eternity Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET5D,5mm Diamond Eternity Ring',P,,,P,P,,P,,P,,,,P,,,,,,,,,,,,,,,
XET5BKD,5mm Black Diamond Eternity Ring',P,,,P,P,,P,,P,,,,,,,,,,,,,,,,,,,
XET3SPL95DTQ,9.5mm Triple Long Turquoise Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET3SPL95DOP,9.5mm Triple Long Opal Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET3SPL95DBKOP,9.5mm Triple Long Black Opal Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET3SPL95D,9.5mm Triple Long Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET3SPL8DTQ,8mm Triple Long Turquoise Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET3SPL8DOP,8mm Triple Long Opal Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET3SPL8DBKOP,8mm Triple Long Black Opal Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET3SPL8D,8mm Triple Long Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
XET3SPL65DTQ,6.5mm Triple Long Turquoise Spike Diamond Eternity Clicker',P,,,P,,,,,,,,,,,,,,,,,,,,,,,,
